epoch,accuracy,loss,val_accuracy,val_loss
0,0.26127872,272.23249825763463,0.2276657074689865,108.08877268854411
1,0.27484086,125.61435506035673,0.24783861637115479,74.1676185783804
2,0.30777746,84.08364669668882,0.2853025794029236,57.71898244368583
3,0.34016052,62.12870622070549,0.24783861637115479,50.94300943424104
4,0.35150844,49.333873881813304,0.25072047114372253,42.46669772585118
5,0.3659009,40.09641286563319,0.2651296854019165,38.12068031157128
6,0.39108774,32.520212222557795,0.2276657074689865,33.831749622004175
7,0.38970384,26.95771186727254,0.24207492172718048,29.962014794693214
8,0.41295323,22.527465582223865,0.24495677649974823,30.004731159045306
9,0.43039027,20.787696474647046,0.25072047114372253,26.822096079845593
10,0.44201493,17.708495503015673,0.23054754734039307,25.860337716358195
11,0.45723775,15.819256471327193,0.2651296854019165,22.39421328893656
12,0.44672018,14.687700194003277,0.2708933651447296,24.36633589357052
13,0.4707999,12.41947447531051,0.25648415088653564,21.910173844878887
14,0.46996954,12.174058782206393,0.25648415088653564,23.159352398743202
15,0.46913922,11.734555416545346,0.2651296854019165,20.666842485367393
16,0.47052312,10.897486081454618,0.2651296854019165,21.212836828973863
17,0.49017438,9.208342272919234,0.2824207544326782,19.556127421794088
18,0.4959867,8.51211914328568,0.27377521991729736,18.593129600502916
19,0.50069195,8.124139072028614,0.2824207544326782,17.057005082495962
20,0.49820095,8.130408897579393,0.2536022961139679,19.368358397689953
21,0.5192361,7.671848131090592,0.2593660056591034,16.328132742076512
22,0.51120955,6.963458596521753,0.24783861637115479,15.974440406997196
23,0.515638,6.837692667366955,0.28818443417549133,15.721249781012192
24,0.5048436,6.901329658713131,0.2824207544326782,14.591813183655313
25,0.5283698,6.037169005908433,0.29394811391830444,14.12354357716673
26,0.515638,5.783985899057607,0.2651296854019165,13.261432004593292
27,0.5308608,5.4787911384217205,0.2795388996601105,14.254186091574194
28,0.5386106,5.429207231805096,0.2536022961139679,12.834384970431369
29,0.52532524,5.446155426675779,0.24207492172718048,13.24222945617324
30,0.5333518,5.059169313434482,0.2536022961139679,13.619587914744441
31,0.53279823,4.8845370864393045,0.2651296854019165,13.560584049059953
32,0.5502353,4.649055315984309,0.2708933651447296,13.571796142402231
33,0.5441461,4.308867665034003,0.2276657074689865,14.784538433943426
34,0.5294769,4.4117989384365845,0.24495677649974823,12.682175226788699
35,0.5521727,4.171830862009918,0.2708933651447296,11.910968678828961
36,0.5449765,4.379341944478867,0.27377521991729736,12.86496378434151
37,0.5336286,4.443016325968835,0.24207492172718048,11.968301454263736
38,0.5350125,4.687043262194505,0.2708933651447296,12.21082577719125
39,0.5496817,4.08330938765259,0.2795388996601105,10.644625446638388
40,0.56435096,3.379856299403761,0.26224783062934875,9.755550609885445
41,0.5715472,3.1369602647211754,0.26801154017448425,11.1108461896693
42,0.56822586,3.1365172124588683,0.25648415088653564,10.39859367447559
43,0.5685026,3.275632859464171,0.26224783062934875,10.550586005109189
44,0.5610296,3.1966592430771468,0.24207492172718048,10.131393979537041
45,0.5676723,3.04739883722706,0.2593660056591034,9.24925731581982
46,0.58455575,2.927370906503056,0.24495677649974823,9.919050422800378
47,0.55660117,3.0860628911144277,0.25072047114372253,9.614213594442143
48,0.52920014,3.539821555005392,0.2824207544326782,9.570919199017352
49,0.5427622,3.3357578622578847,0.28818443417549133,9.901392285349733
50,0.5740382,2.6828022027919736,0.24783861637115479,9.203496699374416
51,0.5585386,3.0101753873505688,0.24207492172718048,9.922762947742122
52,0.57708275,2.582459391070772,0.2766570746898651,8.26911500551515
53,0.5931359,2.3557744762622317,0.2968299686908722,8.345624349302792
54,0.5945198,2.3417964878585114,0.24207492172718048,8.16934656203652
55,0.5673955,2.4881025962211933,0.2766570746898651,8.588393978151876
56,0.5723775,2.4970913085124513,0.2593660056591034,8.350918692882878
57,0.59535015,2.0812785655812744,0.24207492172718048,7.446486412619994
58,0.57846665,2.3476475960588705,0.2593660056591034,7.694067911043635
59,0.5920288,2.140951736330359,0.26224783062934875,8.61673179483551
